4,47,53
20,53,47
3,69,75
14,75,69
3,91,97
11,97,91
3,113,119
8,119,113
3,135,141
8,141,135
3,157,163
8,163,157
3,179,185
8,185,179
3,201,207
8,207,201
3,223,229
8,229,223
3,245,251
8,251,245
3,267,273
8,273,267
3,289,295
8,295,289
3,311,317
8,317,311
3,333,339
8,339,333
3,355,361
8,361,355
3,372,378
8,378,372
4,355,361
8,361,355
4,333,339
8,339,333
4,311,317
8,317,311
4,289,295
8,295,289
4,267,273
8,273,267
4,245,251
8,251,245
4,223,229
8,229,223
6,201,207
8,207,201
8,179,185
8,185,179
8,157,163
8,163,157
12,135,141
8,141,135
12,113,119
8,119,113
16,91,97
12,97,91
24,69,75
20,75,69
24,47,53
24,53,47
1,35,35
1,35,35
