4,47,53
20,53,47
3,76,82
14,82,76
3,105,111
11,111,105
3,134,140
8,140,134
3,163,169
8,169,163
3,192,198
8,198,192
3,221,227
8,227,221
3,250,256
8,256,250
3,279,285
8,285,279
3,308,314
8,314,308
3,337,343
8,343,337
3,366,372
8,372,366
3,395,401
8,401,395
3,424,430
8,430,424
3,453,459
8,459,453
3,472,478
8,478,472
4,453,459
8,459,453
4,424,430
8,430,424
4,395,401
8,401,395
4,366,372
8,372,366
4,337,343
8,343,337
4,308,314
8,314,308
4,279,285
8,285,279
6,250,256
8,256,250
8,221,227
8,227,221
8,192,198
8,198,192
12,163,169
8,169,163
12,134,140
8,140,134
16,105,111
12,111,105
24,76,82
20,82,76
24,47,53
24,53,47
1,35,35
1,35,35
