4,47,53
20,53,47
3,67,73
14,73,67
3,87,93
11,93,87
3,107,113
8,113,107
3,127,133
8,133,127
3,147,153
8,153,147
3,167,173
8,173,167
3,187,193
8,193,187
3,207,213
8,213,207
3,227,233
8,233,227
3,247,253
8,253,247
3,267,273
8,273,267
3,287,293
8,293,287
3,307,313
8,313,307
3,327,333
8,333,327
3,347,353
8,353,347
4,327,333
8,333,327
4,307,313
8,313,307
4,287,293
8,293,287
4,267,273
8,273,267
4,247,253
8,253,247
4,227,233
8,233,227
4,207,213
8,213,207
6,187,193
8,193,187
8,167,173
8,173,167
8,147,153
8,153,147
12,127,133
8,133,127
12,107,113
8,113,107
16,87,93
12,93,87
24,67,73
20,73,67
24,47,53
24,53,47
1,35,35
1,35,35
