4,47,53
20,53,47
3,71,77
14,77,71
3,95,101
11,101,95
3,119,125
8,125,119
3,143,149
8,149,143
3,167,173
8,173,167
3,191,197
8,197,191
3,215,221
8,221,215
3,239,245
8,245,239
3,263,269
8,269,263
3,287,293
8,293,287
3,311,317
8,317,311
3,335,341
8,341,335
3,359,365
8,365,359
3,383,389
8,389,383
3,397,403
8,403,397
4,383,389
8,389,383
4,359,365
8,365,359
4,335,341
8,341,335
4,311,317
8,317,311
4,287,293
8,293,287
4,263,269
8,269,263
4,239,245
8,245,239
6,215,221
8,221,215
8,191,197
8,197,191
8,167,173
8,173,167
12,143,149
8,149,143
12,119,125
8,125,119
16,95,101
12,101,95
24,71,77
20,77,71
24,47,53
24,53,47
1,35,35
1,35,35
