4,47,53
20,53,47
3,64,70
14,70,64
3,81,87
11,87,81
3,98,104
8,104,98
3,115,121
8,121,115
3,132,138
8,138,132
3,149,155
8,155,149
3,166,172
8,172,166
3,183,189
8,189,183
3,200,206
8,206,200
3,217,223
8,223,217
3,234,240
8,240,234
3,251,257
8,257,251
3,268,274
8,274,268
3,285,291
8,291,285
3,297,303
8,303,297
4,285,291
8,291,285
4,268,274
8,274,268
4,251,257
8,257,251
4,234,240
8,240,234
4,217,223
8,223,217
4,200,206
8,206,200
4,183,189
8,189,183
6,166,172
8,172,166
8,149,155
8,155,149
8,132,138
8,138,132
12,115,121
8,121,115
12,98,104
8,104,98
16,81,87
12,87,81
24,64,70
20,70,64
24,47,53
24,53,47
1,35,35
1,35,35
