4,47,53
20,53,47
3,57,63
14,63,57
3,67,73
11,73,67
3,77,83
8,83,77
3,87,93
8,93,87
3,97,103
8,103,97
3,107,113
8,113,107
3,117,123
8,123,117
3,127,133
8,133,127
3,137,143
8,143,137
3,147,153
8,153,147
3,157,163
8,163,157
3,167,173
8,173,167
3,177,183
8,183,177
3,187,193
8,193,187
3,197,203
8,203,197
4,187,193
8,193,187
4,177,183
8,183,177
4,167,173
8,173,167
4,157,163
8,163,157
4,147,153
8,153,147
4,137,143
8,143,137
4,127,133
8,133,127
6,117,123
8,123,117
8,107,113
8,113,107
8,97,103
8,103,97
12,87,93
8,93,87
12,77,83
8,83,77
16,67,73
12,73,67
24,57,63
20,63,57
24,47,53
24,53,47
1,35,35
1,35,35
