4,47,53
20,53,47
3,66,72
14,72,66
3,85,91
11,91,85
3,104,110
8,110,104
3,123,129
8,129,123
3,142,148
8,148,142
3,161,167
8,167,161
3,180,186
8,186,180
3,199,205
8,205,199
3,218,224
8,224,218
3,237,243
8,243,237
3,256,262
8,262,256
3,275,281
8,281,275
3,294,300
8,300,294
3,313,319
8,319,313
3,322,328
8,328,322
4,313,319
8,319,313
4,294,300
8,300,294
4,275,281
8,281,275
4,256,262
8,262,256
4,237,243
8,243,237
4,218,224
8,224,218
4,199,205
8,205,199
6,180,186
8,186,180
8,161,167
8,167,161
8,142,148
8,148,142
12,123,129
8,129,123
12,104,110
8,110,104
16,85,91
12,91,85
24,66,72
20,72,66
24,47,53
24,53,47
1,35,35
1,35,35
