4,47,53
20,53,47
3,59,65
14,65,59
3,71,77
11,77,71
3,83,89
8,89,83
3,95,101
8,101,95
3,107,113
8,113,107
3,119,125
8,125,119
3,131,137
8,137,131
3,143,149
8,149,143
3,155,161
8,161,155
3,167,173
8,173,167
3,179,185
8,185,179
3,191,197
8,197,191
3,203,209
8,209,203
3,215,221
8,221,215
3,222,228
8,228,222
4,215,221
8,221,215
4,203,209
8,209,203
4,191,197
8,197,191
4,179,185
8,185,179
4,167,173
8,173,167
4,155,161
8,161,155
4,143,149
8,149,143
6,131,137
8,137,131
8,119,125
8,125,119
8,107,113
8,113,107
12,95,101
8,101,95
12,83,89
8,89,83
16,71,77
12,77,71
24,59,65
20,65,59
24,47,53
24,53,47
1,35,35
1,35,35
