#DataThief /Users/bobbymckinney/Dropbox/Screenshots/Screenshot 2015-06-24 09.53.40.png Wednesday 24-Jun-2015 1:14:13 PM
176.8155, 1.1044
177.2346, 1.1044
177.6536, 1.1044
178.0726, 1.1044
178.4916, 1.1074
178.9106, 1.1103
179.3296, 1.1104
179.7486, 1.1104
180.1676, 1.1104
180.5866, 1.1104
181.0056, 1.1134
181.4245, 1.1134
181.8436, 1.1164
182.2626, 1.1193
182.6816, 1.1193
183.1006, 1.1194
183.5196, 1.1194
183.9385, 1.1194
184.3575, 1.1224
184.7765, 1.1253
185.1955, 1.1283
185.6145, 1.1283
186.0335, 1.1283
186.4525, 1.1313
186.8715, 1.1313
187.2905, 1.1313
187.7095, 1.1314
188.1285, 1.1343
188.5474, 1.1343
188.9665, 1.1344
189.3855, 1.1344
189.8045, 1.1344
190.2235, 1.1374
190.6425, 1.1374
191.0615, 1.1403
191.4804, 1.1433
191.8994, 1.1433
192.3184, 1.1433
192.7374, 1.1463
193.1564, 1.1463
193.5754, 1.1464
193.9944, 1.1464
194.4134, 1.1464
194.8324, 1.1494
195.2514, 1.1522
195.6703, 1.1522
196.0894, 1.1524
196.5084, 1.1524
196.9274, 1.1524
197.3464, 1.1524
197.7654, 1.1554
198.1844, 1.1583
198.6034, 1.1584
198.6034, 1.1613
199.0223, 1.1613
199.4413, 1.1613
199.8603, 1.1614
200.2793, 1.1614
200.6983, 1.1643
201.1173, 1.1673
201.5363, 1.1673
201.9553, 1.1703
202.3743, 1.1703
202.7933, 1.1703
203.2123, 1.1703
203.6313, 1.1733
204.0503, 1.1763
204.4693, 1.1763
204.8883, 1.1763
205.3073, 1.1793
205.7263, 1.1823
206.1453, 1.1823
206.5642, 1.1823
206.9832, 1.1853
207.4022, 1.1853
207.8212, 1.1853
208.2402, 1.1883
208.6592, 1.1913
209.0782, 1.1913
209.4971, 1.1913
209.9162, 1.1913
210.3352, 1.1943
210.7542, 1.1973
211.1732, 1.2003
211.5922, 1.2003
212.0112, 1.2003
212.4302, 1.2003
212.8492, 1.2033
213.2682, 1.2033
213.6872, 1.2063
214.1061, 1.2063
214.5251, 1.2063
214.9441, 1.2093
215.3631, 1.2123
215.7821, 1.2153
216.2011, 1.2153
216.62, 1.2153
217.0391, 1.2153
217.4581, 1.2183
217.8771, 1.2213
218.2961, 1.2213
218.7151, 1.2213
219.1341, 1.2243
219.5531, 1.2273
219.9721, 1.2273
220.3911, 1.2273
220.8101, 1.2303
221.2291, 1.2303
221.648, 1.2333
222.067, 1.2363
222.486, 1.2393
222.905, 1.2393
223.324, 1.2393
223.7429, 1.2393
224.162, 1.2423
224.581, 1.2423
225.0, 1.2453
225.419, 1.2453
225.838, 1.2483
226.257, 1.2513
226.676, 1.2542
227.095, 1.2543
227.514, 1.2543
227.933, 1.2543
228.3519, 1.2572
228.7709, 1.2602
229.1899, 1.2631
229.6089, 1.2631
230.0279, 1.2631
230.4469, 1.2662
230.8659, 1.2692
231.2849, 1.2692
231.7039, 1.2692
232.1229, 1.2722
232.5419, 1.2752
232.9609, 1.2782
233.3799, 1.2782
233.7989, 1.2782
234.2179, 1.2812
234.6369, 1.2812
235.0559, 1.2842
235.4748, 1.2842
235.8939, 1.2872
236.3128, 1.2902
236.7318, 1.2932
237.1508, 1.2932
237.5697, 1.2932
237.9888, 1.2962
238.4078, 1.2962
238.8268, 1.2992
239.2458, 1.2992
239.6648, 1.3022
240.0838, 1.3052
240.5028, 1.3082
240.9218, 1.3082
241.3408, 1.3082
241.7598, 1.3112
242.1788, 1.3112
242.5977, 1.3142
243.0168, 1.3172
243.4358, 1.3172
243.8547, 1.3172
244.2737, 1.3202
244.6926, 1.3202
245.1117, 1.3232
245.5307, 1.3232
245.9497, 1.3262
246.3687, 1.3291
246.7877, 1.3321
247.2067, 1.3321
247.6257, 1.3321
248.0447, 1.3351
248.4637, 1.3351
248.8827, 1.3381
249.3017, 1.3381
249.7207, 1.3411
250.1397, 1.3441
250.5587, 1.3471
250.9777, 1.3471
251.3966, 1.3471
251.8155, 1.3501
252.2346, 1.3531
252.6536, 1.3561
253.0726, 1.3561
253.4916, 1.3561
253.9106, 1.3591
254.3296, 1.362
254.7486, 1.3651
255.1676, 1.3651
255.5866, 1.3681
256.0056, 1.3711
256.4245, 1.3711
256.8436, 1.3711
257.2626, 1.374
257.6816, 1.3771
258.1006, 1.3801
258.5196, 1.3801
258.9385, 1.3801
259.3575, 1.3831
259.7765, 1.3831
260.1955, 1.386
260.6145, 1.389
261.0335, 1.392
261.4525, 1.395
261.8715, 1.395
262.2905, 1.395
262.7095, 1.398
263.1285, 1.398
263.5474, 1.401
263.9665, 1.404
264.3855, 1.407
264.8045, 1.41
265.2235, 1.41
265.6425, 1.41
266.0615, 1.413
266.4804, 1.416
266.8994, 1.419
267.3184, 1.422
267.7374, 1.422
267.7374, 1.425
268.1564, 1.425
268.5754, 1.425
268.9944, 1.425
269.4134, 1.428
269.8324, 1.431
270.2514, 1.431
270.6703, 1.434
271.0894, 1.437
271.5084, 1.437
271.9274, 1.44
272.3464, 1.44
272.7654, 1.443
273.1844, 1.4459
273.6034, 1.4489
274.0223, 1.4489
274.4413, 1.4489
274.8603, 1.4519
275.2793, 1.4549
275.6983, 1.4579
276.1173, 1.4579
276.5363, 1.4579
276.9553, 1.4609
277.3743, 1.4609
277.7933, 1.4639
278.2123, 1.4639
278.6313, 1.4668
279.0503, 1.4699
279.4693, 1.4729
279.8883, 1.4729
280.3073, 1.4729
280.7263, 1.4759
281.1453, 1.4759
281.5642, 1.4788
281.9832, 1.4788
282.4022, 1.4819
282.8212, 1.4849
283.2402, 1.4849
283.6592, 1.4879
284.0782, 1.4909
284.4971, 1.4939
284.9162, 1.4969
285.3352, 1.4969
285.7542, 1.4999
286.1732, 1.5029
286.5922, 1.5029
287.0112, 1.5029
287.4302, 1.5059
287.8492, 1.5088
288.2682, 1.5088
288.6872, 1.5118
289.1061, 1.5148
289.5251, 1.5148
289.9441, 1.5178
290.3631, 1.5178
290.7821, 1.5208
290.7821, 1.5238
291.2011, 1.5238
291.2011, 1.5268
291.62, 1.5268
292.0391, 1.5268
292.4581, 1.5298
292.8771, 1.5298
293.2961, 1.5328
293.7151, 1.5358
293.7151, 1.5388
294.1341, 1.5388
294.1341, 1.5417
294.5531, 1.5448
